morphemes,count
тифл,2
каскад,2
латгал,2
касет,2
латвій,2
карч,2
пелен,2
мiн,2
секц,2
міністр-,2
ожеред,2
міні,2
катерин,2
катедер-,2
левад,2
лебідч,2
мінераль,2
лахміт,2
лепс,2
метебр,2
катакомб,2
лафет,2
жуч,2
жук,2
парапет,2
пелаг,2
гамма,2
одук,2
мірмеко,2
однак,2
латент,2
жовтен,2
одмін,2
авангард,2
ушеч,2
каузат,2
каузаль,2
роюва,2
снаг,2
католиц,2
мio,2
вмис,2
мінь,2
окр,2
торжеств,2
вос,2
воскреш,2
гусл,2
паралель,2
aпapaт,2
кафе,2
пейс,2
воронн,2
подібн,2
жорн,2
енець,2
кванти,2
жовнір,2
лейшман,2
лейт,2
ивян,2
ярем,2
вітер,2
непал,2
пeд,2
жіронд,2
ледер,2
оклюд,2
кaя,2
пороч,2
легіон,2
кашуб,2
легін,2
леген,2
воронеж,2
тій,2
гipp,2
бит,2
ластик,2
оклад,2
ворітт,2
яюва,2
гультіп,2
педікюр,2
квасоль,2
єp,2
изаці,2
квапл,2
кегель,2
кебет,2
квоч,2
квітт,2
гич,2
квітн,2
млад,2
квінт,2
квич,2
квитанцій,2
мішур,2
квест,2
педераст,2
гирь,2
кваць,2
лель,2
гирл,2
кліше,2
лекц,2
міцел,2
гутал,2
каутер,2
оттоман,2
гря,2
леталь,2
льп,2
фар,2
келих,2
лесб,2
модр,2
лепідо,2
октроїp,2
модаль,2
єнн,2
могік,2
жвях,2
жвяк,2
мoвy,2
керен,2
ресурс,2
гунь,2
донь,2
донощ,2
кеній,2
донжуан,2
птоз,2
домр,2
вісцер,2
кипарис,2
кинджаль,2
пиж,2
о́в,2
лиман,2
лизь,2
мріюва,2
молос,2
молоз,2
молож,2
лещат,2
турк,2
кесар,2
нерп,2
личинк,2
жемчуж,2
лихорад,2
перпендикуляр,2
китаїст,2
вольтин,2
литв,2
вець,2
китає,2
литавр,2
листопад,2
кисет,2
молібден,2
нептун,2
вольт-,2
витій,2
мозоль,2
галт,2
гугенот,2
жасмин,2
жас,2
гуверн,2
жаргон,2
жантиль,2
ерія,2
жандарм,2
домінік,2
доместик,2
кишеч,2
кишень,2
геx,2
юнь,2
киц,2
монстр,2
паритет,2
xa,2
шкіл,2
монац,2
монастир,2
ліверант,2
аpx,2
киян,2
трубл,2
лібретт,2
галісій,2
лиштов,2
пенсій,2
жбух,2
лікт,2
жбан,2
момент,2
молюск,2
жакет,2
офіціант,2
пepiз,2
стем,2
оф,2
грюндер,2
кімерій,2
офір,2
оцт,2
гестап,2
грузь,2
грузд,2
кілл,2
домн,2
гессен,2
фестиваль,2
пенітенціар,2
сув,2
уд,2
геронто,2
долар,2
доктораль,2
омні,2
мопр,2
кембрій,2
казува,2
лімі,2
удж,2
ліліпут,2
епископ,2
лілій,2
героїз,2
кіш,2
охр,2
лікть,2
омбро,2
грос,2
кірас,2
громізд,2
іот,2
xpaп,2
герб,2
пенетро,2
паром,2
кіоск,2
геральд,2
єнот,2
лінга,2
олов'ян,2
моріж,2
єлей,2
морен,2
морел,2
жабур,2
пемзува,2
нефело,2
участь,2
вози,2
овиль,2
уць,2
оліїст,2
діор,2
клімакт,2
дім,2
йш,2
мотич,2
літа,2
френ,2
клем,2
клейсто,2
проте,2
клейонк,2
парокс,2
нетр,2
ліо,2
класт,2
москіт,2
москатель,2
овал,2
охло,2
пелюшк,2
дієв,2
охвіт,2
дідьк,2
чисть,2
дівер,2
exo,2
кoк,2
клішн,2
честь,2
галеч,2
гродн,2
гробач,2
клінік,2
перфо,2
хрещен,2
грип,2
клюкв,2
перун,2
клуноч,2
галерей,2
гален,2
гриж,2
клоун,2
клот,2
діаліз,2
галант,2
гермафродит,2
кліщ,2
eдцп,2
ефуз,2
човен,2
eдiоп,2
ложеч,2
моторош,2
ролер,2
геркулес,2
ловк,2
герк,2
музей,2
ловелас,2
волошк,2
кльоч,2
кляч,2
кляс,2
ондул,2
мугир,2
муар,2
ковдр,2
волош,2
ковбой,2
ломбард,2
мряк,2
нівх,2
локр,2
мр,2
кобальт,2
лой,2
борідд,2
лозунг,2
князь,2
лозияк,2
волочий,2
коерцити,2
діафрагм,2
волоц,2
коділь,2
кодеїн,2
когут,2
когерент,2
діатом,2
лiтт,2
мошен,2
ковнір,2
діабет,2
мочк,2
грозн,2
бічч,2
омо,2
гречан,2
лорд-,2
нимилан,2
лопух,2
штамб,2
волонтер,2
евген,2
лопар,2
лондон,2
грек,2
козел,2
манікюр,2
лунк,2
грейфер,2
лукулл,2
вірьовоч,2
лужич,2
гайдар,2
колегяльн,2
лубян,2
кокош,2
мундштук,2
гeп,2
очкур,2
муляж,2
пересіч,2
мулат,2
вірулент,2
віртуоз,2
оче,2
мусл,2
мускус,2
гeпep,2
етерн,2
мускат,2
eгaп,2
етаж,2
собл,2
iтет,2
мурмос,2
сердж,2
мурин,2
іїв,2
аєч,2
німф,2
мoч,2
мундштуч,2
нiм,2
сміх,2
колегія,2
гребель,2
дифракц,2
колорат,2
грацій,2
квиток,2
мазь,2
колодяз,2
гратул,2
шанц,2
брої,2
рілл,2
чут,2
дистрибут,2
естафет,2
естамп,2
волокит,2
еспарцет,2
люлеч,2
еспадрон,2
багать,2
комбі,2
мухор,2
нобіліт,2
нобел,2
вібрі,2
кольчуг,2
ляд,2
колчедан,2
істоч,2
нія,2
пермяч,2
пермяць,2
пермяк,2
лаюва,2
комі,2
лютн,2
комет,2
комерц,2
агін,2
еді,2
естрагон,2
парир,2
люпин,2
волж,2
пасквіл,2
ескіз,2
ескалатор,2
люмпен-,2
ece,2
волг,2
дек,2
опець,2
оперет,2
люмен,2
люльк,2
компакт,2
комод,2
диспут,2
комл,2
вокзаль,2
диспон,2
м'ят,2
генеа,2
идії,2
водевіль,2
дискут,2
лях,2
v,2
композиц,2
мютюел,2
галактич,2
компіль,2
ляпіс,2
лямблі,2
компаньй,2
грамо,2
номад,2
граждан,2
пiєм,2
ерго,2
дирижабл,2
гак,2
нокаут,2
ерб,2
гравій,2
ножич,2
конвенці,2
ногай,2
мав,2
конвейєр,2
конвалій,2
гаймор,2
навігат,2
авк,2
львів',2
авиц,2
пaciи,2
гайдамак,2
бурмос,2
нормо,2
норман,2
воїн,2
льош,2
газон,2
чик-,2
нагаль,2
нагай,2
магістер,2
пeгpo,2
епроп,2
епох,2
дизель,2
еполет,2
шпинь,2
дискус,2
шпин,2
врат,2
cгoп,2
норд,2
колюш,2
пен,2
конкордат,2
вя,2
кондукт,2
кондуїт,2
грандіоз,2
мазда,2
пікно,2
пікніч,2
пікант,2
пілсуд,2
пілор,2
пілокарп,2
блудж,2
балок,2
геліб,2
пірат,2
піпер,2
піо,2
ветх,2
оксил,2
p,2
воджен,2
урк,2
пістон,2
пістолет-,2
пістолет,2
пісоч,2
пicоч,2
пic,2
вестибул,2
вест,2
плазува,2
одій,2
плaгi,2
плахітт,2
плафон,2
платт,2
пластил,2
планшет,2
ветеран,2
плеохро,2
плен,2
плебан,2
плащ-,2
плац-,2
весель,2
вітт,2
овен,2
плетизмо,2
лужиць,2
верф,2
вертл,2
плов,2
плісен,2
пліо,2
верон,2
вермікул,2
веріт,2
вереща,2
плyг,2
адк,2
пломбува,2
пломбір,2
багров,2
плюш,2
плювіо,2
вертеп,2
верств,2
версаль,2
повин,2
повзуун,2
енція,2
йць,2
веретін,2
повіт,2
по-дат,2
гект,2
в'яза,2
пов,2
повороз,2
повнот,2
вепр,2
уел,2
двip,2
подушеч,2
дружж,2
дрочи,2
ша,2
довгуват,2
кому,2
пойкіло,2
зрив,2
по-киргизь,2
карлюч,2
по-калмиць,2
по-кавалер,2
вельвет,2
вельбуч,2
веляр,2
трек,2
кpac,2
ембріон,2
андрія,2
ше,2
лісь,2
шен,2
луць,2
ведмедь,2
полков,2
стоєнн,2
стоєн,2
полу,2
очок,2
полоч,2
полом,2
вексел,2
ве,2
вейсман,2
изува,2
полутор,2
полум'ян,2
гробл,2
вись,2
»,2
пoп,2
ненець,2
тинн,2
мовля,2
ватрушк,2
вaт,2
крича,2
пісн,2
iгет,2
варшавян,2
по-ран,2
paї,2
по-рад,2
пущенн,2
попруж,2
празник,2
порож,2
ілл,2
рібр,2
paя,2
варіюва,2
вapi,2
зявл,2
португал,2
ван,2
ваніль,2
плед,2
портатив,2
порпл,2
порол,2
изац,2
валор,2
pyx,2
по-румин,2
портфель,2
посибіл,2
пoсес,2
поршн,2
порцій,2
вальв,2
oму,2
словен,2
словаць,2
склад,2
валіз,2
пo-,2
вак,2
вайл,2
ваз,2
вазел,2
поспіль,2
бюр,2
стрив,2
позиц,2
позит,2
постепен,2
стель,2
бухй,2
сьол,2
cуx,2
постул,2
вагон-,2
тoвк,2
тix,2
гiп,2
тиць,2
тесл,2
вав,2
трафл,2
траф,2
фортун,2
флірт,2
по-україн,2
узбець,2
усі,2
буфер,2
бутил,2
бута,2
бусурмен,2
цивіль,2
хльоска,2
бурлеск,2
бурк,2
емн,2
чок,2
чез,2
чаїн,2
бурят,2
бупр,2
бунд,2
бум,2
бумазей,2
льний,2
шванд,2
чуп,2
чуман,2
бульвар,2
булиж,2
букін,2
шо,2
амт,2
шкандил,2
велеб,2
превал,2
пращур,2
пращ,2
прасоль,2
бук,2
бузь,2
буєр,2
презерват,2
пред'явл,2
предикат,2
прецизій,2
преферанс,2
престидижит,2
прелімінар,2
бугр,2
видж,2
бул,2
кміч,2
евий,2
придоб,2
привілей,2
бруцель,2
пім,2
примус,2
атн,2
брудер,2
сурган,2
шибл,2
причіл,2
причащ,2
брутто-,2
бруталь,2
брусл,2
провіант,2
провансал,2
пробоч,2
бий,2
приют,2
шпандел,2
пpо,2
брильянт,2
гладжен,2
глагол,2
ати,2
провінцій,2
провіденці,2
прожог,2
проекц,2
продуц,2
брезент,2
бред,2
брахман,2
брахіо,2
рокот,2
ріджува,2
ра,2
прο,2
браслет,2
простат,2
просод,2
протег,2
проститу,2
простир,2
браконьер,2
бразіл,2
бради,2
браз,2
тирли,2
онк,2
боц,2
ботв,2
овил,2
ренесанс,2
цинг,2
прочух,2
цвиндр,2
прясл,2
прус,2
борушк,2
борсуч,2
птеро,2
aш,2
псевд,2
борін,2
борз,2
борж,2
борд,2
публіч,2
бом,2
пуги,2
пунктуаль,2
бон,2
пчих,2
пху,2
пxe,2
я́ч,2
болівій,2
боклаж,2
копіич,2
пюре,2
aмaтop,2
радар,2
мoнт,2
радіолярі,2
лoк,2
paдiо,2
атоp,2
бойк,2
зна-хто,2
куд,2
пeленг,2
боже,2
хул,2
радуж,2
iш,2
ракуш,2
рак-,2
райдуж,2
рапт,2
рапір,2
рап,2
рацем,2
раритет,2
бовван,2
блощич,2
oн,2
peaкт,2
pв,2
бліндаж,2
блиш,2
вакцин,2
aнiм,2
резекц,2
резект,2
дуплік,2
ред,2
блея,2
блефар,2
резистент,2
получч,2
кoн,2
рейсмус,2
бітум,2
бісквіт,2
ректо,2
блазен,2
бірж,2
рентген-,2
ремонтант,2
ремінгтон,2
ретель,2
респір,2
pecпip,2
респектабель,2
реп'яш,2
реп'ях,2
pex,2
біном,2
більярд,2
рефрижер,2
рефракц,2
церків,2
рибяч,2
білон,2
нуклеїн,2
речитатив,2
рецес,2
рецензува,2
риноч,2
римл,2
ктон,2
ригід,2
ярк,2
бізон,2
рифл,2
риф,2
ритуаль,2
piс,2
рін,2
рогоз,2
ров,2
ровес,2
аріум,2
родо,2
ниція,2
овува,2
гoвip,2
глаголь,2
гiн,2
гардіяш,2
розділь,2
дебенд,2
каряк,2
тельн,2
яноч,2
плин,2
бинд,2
беших,2
кучм,2
ачи,2
найтовл,2
мoт,2
розпач,2
розрядж,2
pоз,2
топир,2
тискува,2
хльоб,2
фук,2
тягува,2
тoч,2
торощ,2
рокит,2
poї,2
шуткува,2
шуліч,2
ання,2
poт,2
роп,2
беріз,2
берет,2
рото,2
рудимент,2
рубід,2
бергамот,2
бентон,2
рундуч,2
рулон,2
ствува,2
руссо,2
няч,2
березн,2
сабеї,2
ряхт,2
рям,2
рязан,2
бенедикт,2
бенгал,2
саг,2
сабей,2
саквояж,2
caж,2
іант,2
бенефіц,2
самодій,2
саман,2
сальд,2
сальварсан,2
салфет,2
самоїд,2
ннa,2
бей,2
бейк,2
caн,2
штань,2
шов,2
шелес,2
отт,2
сардин,2
сарацин,2
саран,2
сапфір,2
таланн,2
сатурн,2
сатур,2
caтyp,2
сарн,2
сармат,2
сарко,2
свербл,2
сван,2
сваволь,2
свавол,2
cаxap,2
серебр,2
руль,2
свищ,2
свиріп,2
юшн,2
свояк,2
свол,2
прецедент,2
посаж,2
ceкpeтap,2
сейм,2
севрюж,2
плацкарт,2
печаль,2
селькуп,2
сектор,2
сенсацій,2
сенегал,2
ceмa,2
сельфактор,2
країй,2
сервіз,2
сентенці,2
сентенцій,2
сенсуаль,2
насі́н,2
пардон,2
кінеч,2
сержант,2
сервітут,2
квитк,2
iнiцiат,2
серпент,2
долл,2
душш,2
сикофант,2
нт,2
волл,2
iв'я,2
синем,2
синема,2
синель,2
бегон,2
бебех,2
сімя,2
ятк,2
синтоміц,2
синто,2
синтагм,2
ситуацій,2
сироват,2
сирен,2
беж,2
бедуїн,2
башмач,2
сієн,2
оκ,2
cіп,2
бая,2
бахур,2
бахм,2
юшк,2
cіp,2
скапол,2
скабрез,2
сіцілій,2
киc,2
бац,2
батрак,2
бато,2
скаф,2
біонт,2
скатерт,2
скатер,2
кип',2
скен,2
сковорід,2
батальйон,2
бастіон,2
скутер,2
индр,2
ендр,2
скудель,2
скрупульоз,2
барс,2
слащ,2
слан,2
слалом,2
слой,2
слоїст,2
iч,2
слобод,2
слобід,2
слимак,2
слизь,2
смарк,2
смальт,2
сляб,2
слюд,2
слуп,2
барлож,2
баркас,2
бариль,2
смок,2
твop,2
сміль,2
видець,2
сно,2
cнiж,2
смотр,2
метр-,2
сойм,2
соз,2
coв,2
co,2
собац,2
снох,2
бар'єр,2
барет,2
бард,2
барбарис,2
соле,2
видо,2
сойот,2
coм,2
сомалі,2
coльв,2
ix,2
солен,2
бань,2
coпiп,2
сонет,2
сон-,2
сонат,2
сомнамбул,2
банан,2
сосис,2
іць,2
бараж,2
coиio,2
соцініан,2
coцiaл-,2
банкет,2
баніт,2
компар,2
паю,2
паплюж,2
цет,2
переча,2
спінінг,2
cпі,2
балкан,2
балер,2
cпipo,2
спорадич,2
спопел,2
спонтан,2
спонг,2
балам,2
балад,2
балагур,2
стабілі,2
спринт,2
сталін,2
сталакт,2
сталаги,2
стаєн,2
стадій,2
стего,2
стеген,2
стеат,2
стеар,2
стафіло,2
стату,2
чен,2
баклаж,2
баклажан,2
бакел,2
бакалавр,2
байстр,2
байрон,2
стельмаш,2
стериль,2
ізомер,2
стереб,2
стерв'ят,2
сте,2
тілеч,2
стихій,2
байрач,2
байбарис,2
базо,2
трепе,2
стремл,2
базальт,2
баєч,2
стрикт,2
стрес,2
тpiп,2
багатт,2
бадил,2
багніт,2
стряп,2
струк,2
сувенір,2
субтиль,2
субіт,2
субер,2
стьожк,2
багаць,2
багаж,2
сує,2
судач,2
сундуч,2
сум'ят,2
сумбур,2
суєт,2
супра,2
пoкiй,2
суплетив,2
танкер,2
позиція,2
сій,2
сурмян,2
суріп,2
сурд,2
супруж,2
бабув,2
бабр,2
фрик,2
дiкc,2
ег,2
суспенз,2
суспенд,2
фальць,2
сушар,2
суф,2
бабач,2
афер,2
аукціон,2
ау,2
формуль,2
табет,2
табач,2
табан,2
сюрприз,2
сюзерен,2
хреш,2
аудитор,2
ату,2
атрибут,2
таїт,2
тaї,2
oгo,2
таволж,2
табурет,2
такир,2
таймир,2
тальк,2
талон,2
талиш,2
тандем-,2
танато,2
теш,2
тарарах,2
тарантас,2
тарабар,2
тапчан,2
атав,2
астр,2
тасманій,2
таска,2
тарк,2
тарілоч,2
тарілк,2
тахін,2
тaт,2
теaгp,2
тван,2
тачеч,2
астрахан,2
стигмат,2
оп,2
ассіріян,2
тело,2
теліж,2
тенор,2
тенет,2
тендер,2
темп,2
тельбух,2
ятко,2
терем,2
терб,2
армія,2
теo,2
accipi,2
ассірій,2
аспараг,2
coцi,2
соцят,2
coцiаль,2
сонанс,2
аскет,2
аскарид,2
тигель,2
ік-,2
тe,2
йл,2
архітект,2
тинкт,2
тиксо,2
тiм,2
тілі,2
титуль,2
тмин,2
тiт,2
тicт,2
тіроль,2
тiн,2
толерант,2
ар-,2
товща,2
товка,2
пастир,2
мандрит,2
apxeо,2
толкува,2
тол,2
тоно,2
ателье,2
томо,2
томат,2
торговель,2
топч,2
тополь,2
топір,2
тopox,2
piк,2
тo,2
торіан,2
арфяр,2
арф,2
фекаль,2
тopciо,2
артері,2
iнн,2
тоталь,2
тотал,2
тоск,2
арсен,2
apceн,2
арсеналь,2
траль,2
траектор,2
транзитив,2
транзистор,2
трам,2
треляж,2
трахей,2
траншей,2
транссуд,2
аргент,2
тремол,2
три,2
тривіаль,2
трибуналь,2
триб,2
червн,2
треть,2
трит,2
трипл,2
трипан,2
тринди,2
трофей,2
тротуар,2
флеб,2
oє,2
троянд,2
арбалет,2
арамей,2
аракчеєв,2
туберкул,2
азид,2
трясь,2
трюм,2
тружд,2
тубіл,2
турбулент,2
тyп,2
тунель,2
тунел,2
тунгус,2
тузлук,2
апостеріор,2
апоплект,2
тюбетей,2
туфель,2
тютю,2
тюл,2
тюж,2
аппозиц,2
аппозит,2
увіч,2
убої,2
тьху,2
удал,2
говк,2
удмурт,2
jiт,2
улан,2
уйгур,2
узл,2
плацент,2
унанім,2
унанган,2
ульч,2
унтер,2
унтер-,2
універсал,2
абрт,2
аорт,2
caг,2
упли,2
ураган,2
антракт,2
анто,2
антич,2
урч,2
уругвай,2
урос,2
урозум,2
уроз,2
фрикцій,2
тет,2
мусон,2
утракв,2
утор,2
пасат,2
клерикаль,2
клерикал,2
антиквар,2
xе,2
фалер,2
факультатив,2
факір,2
фаетон,2
дактиль,2
анонс,2
фантасмагор,2
фанз,2
фасад,2
фартуш,2
фарино,2
чичирк,2
нi,2
кілеч,2
ізаціі,2
фаут,2
аніон,2
фельдмаршаль,2
фело,2
фейєрбах,2
феер,2
молібд,2
фельз,2
андій,2
фес,2
фертиль,2
оs,2
фешенебель,2
філумен,2
філіт,2
філістим,2
філе,2
фікц,2
фікт,2
ангі,2
ангін,2
ангел,2
фільтр-,2
фіскаль,2
фірман,2
фіорит,2
фіорд,2
фініфт,2
ананас,2
флакон,2
флаг,2
флаг-,2
флагелант,2
фіть,2
флігель-,2
флібустьер,2
флер,2
флат,2
фланел,2
анальг,2
анабаз,2
амуніц,2
амплітуд,2
флюгар,2
флорид,2
флокул,2
ампер-,2
фляж,2
флюїд,2
ії,2
фортепіан,2
форстер,2
формат,2
фракій,2
азин,2
маистер,2
фриволь,2
фрач,2
франциск,2
фракцій,2
фриш,2
фритредер,2
фульгур,2
фузарі,2
фудул,2
фугас,2
iaтр,2
фтало,2
фтал,2
фурфур,2
амбразур,2
амбіт,2
альфрей,2
фурункуль,2
фурніт,2
фурм,2
фунгі,2
халіф,2
халдей,2
халамид,2
ханж,2
альтан,2
альманах,2
хаміт,2
халько,2
харп,2
харл,2
отин,2
хаот,2
алярм,2
алюм,2
хащ,2
хасид,2
xiп,2
хихй,2
херувим,2
херес,2
xe,2
хедер,2
хвой,2
xлoп'я,2
хлів,2
хлестаков,2
хіромант,2
хляск,2
хлюск,2
хлуд,2
прен,2
алмаз,2
алма-ат,2
хран,2
хорт,2
хоро,2
хорі,2
хорео,2
хондріо,2
алкіл,2
аліт,2
алізар,2
алеут,2
праз,2
хурман,2
хрьоп,2
aпepг,2
алей,2
алевр,2
алебард,2
їчн,2
цел,2
цейтнот,2
цебр,2
цебер,2
цвіг,2
цвиг,2
акциз,2
цензов,2
акул,2
церкв,2
аларм,2
цилюр,2
цикор,2
цикад,2
цидул,2
цигей,2
актр,2
бациль,2
церк,2
цируль,2
цукор,2
цукат,2
цнот,2
цісар,2
цілест,2
аксон,2
аксіом,2
цюр,2
акрил,2
акордеон,2
іатор,2
иноч,2
цяп,2
цям,2
чвях,2
чверть,2
чая,2
акри,2
червяк,2
чемн,2
акварель,2
акварел,2
ланг,2
акар,2
цефаль,2
акант,2
черен,2
чет,2
черс,2
череш,2
айсор,2
айв,2
чинар,2
чим,2
чизель,2
чечіт,2
азов,2
чирги,2
чинш,2
чорниль,2
чмак,2
чкур,2
шифер,2
ажур,2
аїн,2
чув,2
чохоль,2
aepо,2
гeпio,2
шай,2
шабель,2
адренал,2
шамр,2
шалюзит,2
шаланд,2
чучель,2
шаровар,2
ад'юнкт,2
шафран,2
шатр,2
шарш,2
шарх,2
тей,2
територяльн,2
адіабат,2
адигей,2
швелер,2
швабр,2
шваб,2
шашлич,2
швяк,2
дзусь,2
карцин,2
аддук,2
шифон,2
ширм,2
шинель,2
адвент,2
агул,2
агрус,2
шиширх,2
шкварк,2
агри,2
aгpеc,2
шліссель,2
агрес,2
індустріаль,2
шмуц,2
цистерн,2
шпаль,2
павільйон,2
шпінгалет,2
шпир,2
шпинат,2
вокзал,2
шредер,2
шп,2
шплінт,2
штиб,2
штанген,2
штал,2
ротмістр,2
автентич,2
пітек,2
штрейкбрехер,2
шторх,2
шток,2
штифт,2
aвiа,2
шулер,2
шубовст,2
шуб,2
штуцер,2
штурваль,2
шедр,2
щебін,2
шуцкор,2
шутр,2
шустува,2
шурш,2
илія,2
ювелір,2
шіч,2
щиколот,2
шигл,2
абшит,2
абхаз,2
абсурд,2
абстракт,2
юкагир,2
юїт,2
абревят,2
щуч,2
нат,2
аблакт,2
яничар,2
ялт,2
абісо,2
абажур,2
'ят,2
ясел,2
ясач,2
ярмарч,2
ярлич,2
кротон,1
кросен,1
кропіт,1
кронштадт,1
кронглас,1
кронверк,1
кромс,1
кроміш,1
езоп,1
едб,1
едицій,1
едем,1
едельвейс,1
eгo,1
егір,1
eге,1
їстичн,1
круть,1
ілк,1
крупяр,1
крук,1
евтектич,1
еволюцій,1
евклаз,1
евкаліпт,1
евент,1
евен,1
евдіо,1
кубоч,1
кубк,1
кубель,1
кубел,1
крючч,1
крюк,1
кукоб,1
кукіль,1
куйбишев,1
кузов,1
кузин,1
зень,1
кужіль,1
кудель,1
кудел,1
кудах,1
евакуюва,1
еберт,1
ебен,1
дьогть,1
кулон,1
кулич,1
кулеш,1
куле,1
кулачч,1
кулац,1
кулак,1
кукурі,1
кунац,1
кумуляц,1
кумулят,1
кумич,1
кумиць,1
кумйс,1
кумир,1
ась,1
куманч,1
кульш,1
коміс,1
кульмич,1
кулуар,1
eвaпop,1
купон,1
куполь,1
купол,1
купідон,1
купаль,1
күп,1
куншт,1
кунн,1
кунктатор,1
кунаць,1
курен,1
курдюч,1
курдел,1
кургй,1
курві,1
курант,1
кураїст,1
кураїн,1
кураєв,1
купян,1
купфер,1
льнии,1
купр,1
куприк,1
дюссельдорф,1
дюро,1
дюрінг,1
дюн,1
нийй,1
душечка,1
дуумвір,1
дуро,1
кypiпj,1
κуріп,1
куряльн,1
кустанай,1
куруль,1
куртуаз,1
куртин,1
куртизан,1
куртаж,1
курсор,1
курсив,1
кypoп'я,1
атв,1
куроп,1
курнй,1
курлй,1
куркум,1
курк,1
дупель,1
дупел,1
дун,1
дульци,1
дульц,1
дуктил,1
дует,1
дуель,1
лабел,1
кухмістер,1
кухлият,1
куф,1
кутас,1
кутаїсь,1
дублін,1
дубас,1
дря́п,1
дрючч,1
друїд,1
дружин,1
кушет,1
лавк,1
кухт,1
онь,1
кухов,1
кyx,1
лабіринт,1
лабіо,1
ладозь,1
лагiд,1
лавсан,1
лавоч,1
кяхт,1
кюpi,1
кюр,1
кювет,1
куштр,1
кушп,1
дубль,1
ламент,1
ла-манш,1
тст,1
лакун,1
лакузь,1
лакмус,1
лайнер,1
лайдач,1
лайдаць,1
лайдак,1
лазь,1
лазуун,1
лазн,1
дрохв,1
дросель,1
дросел,1
дроп,1
дромео,1
дрозо,1
дрогобиць,1
дрог,1
ийдроб,1
дрізоч,1
детектор,1
лампач,1
ламін,1
лаcтiв'я,1
ланланд,1
лабсь,1
лабс,1
лабсець,1
ланцюг,1
лантуш,1
ланкастер,1
ландшафт,1
дриз,1
дреме,1
дрезден,1
древл,1
дратува,1
латекс,1
латгаль,1
латвіє,1
лататт,1
ечь,1
ластівяч,1
ластів',1
ластівян,1
лахмітт,1
лафіт,1
лауреат,1
лауреаг,1
лауреагии,1
латук,1
латиш,1
латись,1
латенс,1
дрів,1
дратв,1
драпер,1
драгун,1
драгоман,1
дош,1
шпурл,1
лев'яч,1
лев'ятник,1
левуль,1
леврет,1
левор,1
левконі,1
левко,1
левкас,1
левір,1
лейпціг,1
лейден,1
гвардія,1
леер,1
ледебур,1
са,1
чийн,1
учува,1
цо,1
дратов,1
лемк,1
ло,1
досто,1
достой,1
стоїн,1
достоев,1
достем,1
доскональ,1
сажд,1
лемеш,1
лемех,1
лелій,1
лелек,1
лек,1
дорій,1
дорич,1
гова,1
поки,1
лесов,1
iянк,1
леп,1
лепех,1
леопольдвіль,1
леопард,1
леон,1
ленд,1
лемур,1
зброюва,1
бась,1
лимпач,1
лимонад,1
лизух,1
меха-н,1
лж,1
лжець,1
дорсаль,1
личко,1
лихвар,1
литоч,1
лисоньк,1
лисен,1
лисав,1
липн,1
линь,1
линтвар,1
линв,1
допельенд,1
долуб,1
долош,1
долот,1
долонь,1
кн,1
лівій,1
лівер,1
ліван,1
лібри,1
ліан,1
лишає,1
ліко,1
лікер,1
амбр,1
лійк,1
лієч,1
лідій,1
лідієць,1
лігроїн,1
лігатур,1
ліврей,1
ліво,1
лівон,1
мірков,1
доміциль,1
довжезний,1
доліт,1
доксо,1
док,1
ировк,1
лiмiт,1
лілей,1
лiк,1
ліктор,1
добрящ,1
дієч,1
доблес,1
бй,1
ліон,1
лініі,1
єч,1
анг,1
лімузин,1
лімон,1
жйн,1
диба,1
тидо,1
погм,1
літургій,1
петров,1
лах,1
-снаряд,1
о-романт,1
ліпо,1
ліпар,1
довго,1
віїй,1
ex,1
ло́б,1
єтик,1
дідьч,1
ич-,1
лобзик,1
лобелієв,1
лобас,1
ліцензій,1
ліцей,1
ліцеїст,1
ліхено,1
ліф,1
літург,1
діапір,1
діамант,1
критич,1
лозин,1
ложкар,1
лодз,1
гриф,1
істиц,1
eц,1
лoв,1
яник,1
лоб'о,1
лонгет,1
лoм,1
ломбер,1
ломачч,1
ломач,1
моція,1
лоїв,1
лозиин,1
дафрагм,1
діагональ,1
діагонал,1
діабаз,1
дишл,1
дишель,1
лорієв,1
лорет,1
лопушш,1
лoпoт,1
лопіт,1
лонгі,1
лулус,1
луїблан,1
луган,1
лох,1
лоуренс,1
лотр,1
лотос,1
лот-л,1
лотк,1
лотерей,1
лотарінг,1
лось,1
сгв,1
сць,1
азн,1
любі,1
люб'язн,1
люблін,1
сньк,1
аноч,1
лушпар,1
луточ,1
лусоч,1
луска,1
лупул,1
пупл,1
луноч,1
лю,1
дифірамб,1
диференціюва,1
диференто,1
ясл,1
инок,1
дистрибуц,1
дистиль,1
люксус,1
люкс,1
люксембурзь,1
люк,1
люїз,1
луципер,1
люфт,1
люф,1
лютецієв,1
люпий,1
люмпен,1
пролетаp,1
люмiн,1
есціюва,1
ломін,1
пропорція,1
дисперг,1
диспарт,1
соціюва,1
соці,1
лясь,1
ляска,1
лял,1
лялеманці,1
лязк,1
дисидент,1
дирижабель,1
дирекц,1
директо,1
магазин-,1
мави,1
мac,1
льол,1
льеж,1
львів,1
льв,1
ляч,1
дистанцій,1
матні,1
матнiт,1
стрикц,1
льох,1
тріер,1
магм,1
мaгicтep,1
магдебурзь,1
магарадж,1
дискант,1
дисипац,1
дисипат,1
мазк,1
мазил,1
маздак,1
